time top_angle bottom_angle top_x top_y bottom_x bottom_y top_momentum bottom_momentum total_energy
0.018 109.93253704725811 145.018750994449 0.9344172721844285 0.3388546241435095 1.5038636474664564 1.1543461850981804 -0.2782912073920448 -0.08488168429148857 14.835913645131495
0.036 109.67366696239691 145.09019011397416 0.935938720650752 0.33462935622365964 1.5028477824065587 1.1550560631451219 -0.6127398441251861 -0.18646291183775696 14.83591364512863
0.05400000000000001 109.22136202090829 145.21304346885648 0.9385511647505643 0.32723050897706096 1.501098739246239 1.1562738715208076 -0.9482972027050893 -0.2874285509811832 14.835913645122197
0.07200000000000002 108.57680012125722 145.38373558086727 0.9421729519342817 0.31665158061103843 1.4986642975298226 1.1579596601212971 -1.2855274333467008 -0.3874637888744534 14.835913645109295
0.09000000000000004 107.74166705122542 145.5970961647967 0.9466881627997316 0.30288548541469656 1.4956142658687481 1.1600566400763679 -1.6249390402964088 -0.486284614535049 14.835913645086288
0.10800000000000005 106.71815000268082 145.84631073917052 0.9519474969651498 0.28592666521647364 1.4920418367174992 1.162491603603094 -1.9669596501277744 -0.5836550051532082 14.835913645049324
0.12600000000000006 105.50891713030413 146.1228778987226 0.9577695556788315 0.26577353719812136 1.4880649589429398 1.1651755976087048 -2.3119067151662005 -0.6794088103901854 14.835913644995108
0.14400000000000007 104.11707803273534 146.41658407139695 0.963942557284635 0.2424311059158573 1.4838274999919627 1.1680048668842007 -2.659954273025496 -0.7734763457801536 14.835913644921854
0.1620000000000001 102.54612280877953 146.71550354286563 0.9702264765776921 0.21591359153065023 1.4794999921842682 1.170862013733437 -3.011096532762566 -0.8659150228249943 14.835913644830175
0.1800000000000001 100.79984124300603 147.00602693672104 0.9763555489540526 0.1862469781947021 1.4752798072974478 1.1736172374622436 -3.365109636724321 -0.9569427199485678 14.835913644724013
0.19800000000000012 98.88222794580389 147.2729163029453 0.9820410410908814 0.15347145817110497 1.4713906669067238 1.1761294363220018 -3.7215133543122074 -1.0469721403607173 14.835913644611253
0.21600000000000014 96.79738306854395 147.49938075850687 0.98697417656201 0.1176438254213523 1.4680814548231214 1.1782468931313075 -4.079534639183299 -1.136644178061173 14.835913644504021
0.23400000000000015 94.54942085491257 147.66716430399072 0.9908291267506394 0.07883994192408178 1.4656243340441273 1.1798072358442224 -4.4380749314000605 -1.2268583238022024 14.835913644418708
0.25200000000000017 92.14239945169189 147.7566375732544 0.9932660363487835 0.0371574473827853 1.4643121699038564 1.1806363701562674 -4.795682887865758 -1.318798319427975 14.835913644375363
0.2700000000000002 89.58028517370387 147.74688781705564 0.9939341429028685 -0.007281101013420744 1.4644552171273066 1.1805461202325416 -5.150534002967548 -1.4139514917957599 14.835913644396783
0.2880000000000002 86.86696319586079 147.61580582611813 0.992475160609664 -0.0543244920164846 1.4663769428746645 1.1793303797979429 -5.5004184705922965 -1.514120334223984 14.835913644506949
0.3060000000000002 84.00630494009172 147.3401739339636 0.9885272172723162 -0.10378841733005818 1.470408738777216 1.1767596645890734 -5.842738743074309 -1.6214248479397966 14.835913644728821
0.32400000000000023 81.00230065082268 146.8957648304327 0.9817297472904681 -0.1554503076388747 1.4768831350540113 1.172574069558289 -6.174518612017291 -1.73829385413863 14.835913645081238
0.34200000000000025 77.85926398237584 146.25746588924636 0.9717298398215033 -0.20904356785250036 1.4861249851373826 1.1664747788327166 -6.4924262564152855 -1.8674429465906146 14.835913645574921
0.36000000000000026 74.58211372887978 145.39944741566023 0.9581906045409095 -0.2642515094177395 1.4984399603026324 1.158114468603817 -6.792814499279145 -2.011836042986885 14.83591364620733
0.3780000000000003 71.17673571053224 144.29539505175967 0.9408021272375733 -0.32070150022300226 1.5140996082846598 1.1470872011846187 -7.071782352128407 -2.174626733237988 14.835913646956566
0.3960000000000003 67.6504246947137 142.91882588392735 0.9192955158230728 -0.3779601162128326 1.5333222261982105 1.1329187468812743 -7.325262619995403 -2.359074989083583 14.835913647774685
0.4140000000000003 64.01240141474214 141.24350381281306 0.8934603491831012 -0.4355303655287863 1.5562489275014197 1.115058689424562 -7.549140648145446 -2.568434515311168 14.835913648581526
0.43200000000000033 60.27439269369867 139.24396162763264 0.8631654998471455 -0.4928523254826489 1.582914606850031 1.0928761431541483 -7.739408929852141 -2.805806355186714 14.83591364926096
0.45000000000000034 56.45125314974824 136.89612422662233 0.8283827802649621 -0.5493087148594303 1.613214086523704 1.0656613656519258 -7.8923609519446645 -3.0739556020136507 14.835913649662324
0.46800000000000036 52.561595309287334 134.17800920571162 0.789212165303998 -0.6042369179355085 1.6468646010317256 1.032635862600719 -8.004825041156996 -3.3750904901651895 14.835913649611236
0.4860000000000004 48.628382418334596 131.0704580807129 0.7459065294710494 -0.6569486617327732 1.6833669195165575 0.9929735715236241 -8.074434893283518 -3.710606935923626 14.835913648933541
0.5040000000000003 44.679427149436066 127.55782542391908 0.6988930434178348 -0.7067578147584814 1.7219686899595557 0.9458351665584961 -8.099927920067532 -4.080806788551 14.835913647496266
0.5220000000000004 40.7477331996286 123.6285273451456 0.648787822147529 -0.7530155753323391 1.7616347421909415 0.8904162681405863 -8.081455859430902 -4.484604359080529 14.835913645265936
0.5400000000000004 36.87161971003897 119.27532946902046 0.5964003859919541 -0.7951507243590208 1.801029688023501 0.8260083234021255 -8.020885032640898 -4.919242525129242 14.8359136423805
0.5580000000000004 33.09458475284374 114.49524279697037 0.5427252480267176 -0.8327108742020638 1.8385177036584608 0.7520683530422098 -7.922057478970119 -5.380045674915309 14.835913639223321
